"Termes_Officialises",Type_Officialisation,"Domaines",Date_fiche,Date_officialisation,Definition,Equivalent_anglais,URL_fiche 
"vivaneau gris (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2012-05-03,1994-09-01,,gray snapper,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199104/vivaneau-gris
"grand corégone (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-20,1994-09-01,,lake whitefish,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199106/grand-coregone
"sapater (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2012-03-30,1994-09-01,,Atlantic bumper,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199108/sapater
"lingue bleue (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",1998-01-01,1994-09-01,,blue ling,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199109/lingue-bleue
"merlan bleu austral (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",1998-01-01,1994-09-01,,blue whiting,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199110/merlan-bleu-austral
"merlu argentin (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-10-07,1994-09-01,,whiting,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199111/merlu-argentin
"morue bleue (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",1998-01-01,1994-09-01,,New Zealand blue cod,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199113/morue-bleue
"morue polaire (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-10-31,1994-09-01,,Arctic cod,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199114/morue-polaire
"morue rouge (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-11-01,1994-09-01,,red cod,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199115/morue-rouge
"oréo (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",1998-01-01,1994-09-01,,oreo dory,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199116/oreo
"poisson-castor (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-11-29,1994-09-01,,bowfin,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199117/poisson-castor
"saint-pierre de Nouvelle-Zélande (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",1998-01-01,1994-09-01,,smooth oreo dory,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199118/saint-pierre-de-nouvelle-zelande
"hoplostète orange (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-21,1994-09-01,,orange roughy,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199119/hoplostete-orange
"hoki (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-20,1994-09-01,,hoki,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199120/hoki
"escolier (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-22,1994-09-01,,barracouta,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199121/escolier
"calandre fil (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",1998-01-01,1994-09-01,,longfin icedevil,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199122/calandre-fil
"calandre des glaces (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",1998-01-01,1994-09-01,,true icedevil,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199123/calandre-des-glaces
"abadèche rouge (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-14,1994-09-01,,red kingklip,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199125/abadeche-rouge
"abadèche rose (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-14,1994-09-01,,golden kingklip,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199126/abadeche-rose
"abadèche du Cap (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-14,1994-09-01,,kingklip,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199127/abadeche-du-cap
"abadèche noire (n. f.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2011-09-14,1994-09-01,,black kingklip,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199128/abadeche-noire
"classe spéciale (n. f.)",normalisation,"éducation > adaptation scolaire",1998-01-01,1987-06-01,"Classe destinée à des élèves qui, en raison de certaines caractéristiques, sont regroupés afin de recevoir un enseignement plus adapté à leurs intérêts ou à leurs besoins particuliers.",,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199129/classe-speciale
"effectif étudiant (n. m.)",normalisation,"éducation > enseignement universitaire;éducation > statistique scolaire",1998-01-01,1982-11-01,Nombre réel d'étudiants d'un établissement universitaire à une date donnée.,,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199131/effectif-etudiant
"statuer (v.)",normalisation,"droit",2000-07-01,1995-12-01,Rendre une décision de nature juridictionnelle ou administrative.,adjudicate,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199133/statuer
"jugement définitif (n. m.)",normalisation,"droit > droit judiciaire",2000-07-01,1995-12-01,"Jugement qui, sous réserve de l'exercice des voies de recours prévues par la loi, tranche une contestation, dessaisit le juge et a l'autorité de la chose jugée.",final judgment,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199134/jugement-definitif
"transaction (n. f.)",normalisation,"droit > droit judiciaire",2003-07-01,1995-12-01,Contrat par lequel les parties terminent ou préviennent un procès en consentant des concessions réciproques.,settlement,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199136/transaction
"mode amiable de règlement des litiges (n. m.)",normalisation,"droit > droit judiciaire",2000-07-01,1995-12-01,"Mode de solution des litiges dans lequel les parties cherchent à s'entendre, avec ou sans l'aide d'un tiers, sur la solution de leur différend, ou désignent d'un commun accord un tiers pour le trancher.",alternative dispute resolution process,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199137/mode-amiable-de-reglement-des-litiges
"règlement (n. m.)",normalisation,"droit > droit administratif",2000-07-01,1995-12-01,"Acte administratif unilatéral, à caractère général et impersonnel, pris pour l'application d'une loi en vertu d'une habilitation législative.",regulation,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199138/reglement
"décret (n. m.)",normalisation,"droit > droit administratif",2000-05-01,1995-12-01,"Acte administratif unilatéral pris par l'Exécutif, habituellement en vertu d'une habilitation législative, et qui peut avoir une portée soit générale et impersonnelle, soit individuelle.",order in Council,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199139/decret
"arrêt (n. m.)",normalisation,"droit > droit judiciaire",2000-03-31,1994-09-01,Décision à caractère juridictionnel rendue par une cour d'appel ou la Cour suprême d'un État.,judgment,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199143/arret
"arrêté (n. m.)",normalisation,"droit > droit administratif",2000-03-31,1994-09-01,"Acte administratif unilatéral, pris par certaines autorités administratives individuelles.",order,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199144/arrete
"amendement (n. m.)",normalisation,"droit",2002-02-01,1994-09-01,"Modification proposée à un projet de texte soumis à une assemblée délibérante, spécialement un projet de loi.",amendment,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199145/amendement
"autorité réglementaire (n. f.)",normalisation,"droit > droit administratif",2000-03-01,1994-09-01,Autorité administrative habilitée à prendre des règlements.,rule-making authority,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199146/autorite-reglementaire
"en son cabinet (loc.)",normalisation,"droit > droit judiciaire",2000-06-01,1994-09-01,"Se dit du juge qui, pour certaines affaires, statue dans son bureau plutôt qu'en audience.",in chambers,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199148/en-son-cabinet
"défaut de comparution (n. m.)",normalisation,"droit > droit judiciaire",2021-08-05,1993-03-31,Défaut du défendeur qui n'a pas produit un acte de comparution dans le délai imparti.,failure to appear,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199149/defaut-de-comparution
"caisse de retraite (n. f.)",normalisation,"assurance > caisse de retraite",1998-01-01,1994-03-01,Fonds alimenté par des cotisations et dont l'objet est de servir aux participants les prestations prévues par un régime de retraite.,pension fund,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199151/caisse-de-retraite
"coordination directe (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Mode de coordination qui consiste à déduire la cotisation ou les prestations prévues par un autre régime ou programme.,direct offset method,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199165/coordination-directe
"droits à retraite (n. m. pl.)",normalisation,"assurance > droits à retraite;assurance > rente",1998-01-01,1994-03-01,Ensemble des prestations découlant de la participation à un régime de retraite.,accrued benefit,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199166/droits-a-retraite
"régime de retraite (n. m.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Régime ayant pour but de fournir des prestations de retraite aux participants. ,pension plan,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199167/regime-de-retraite
"convention de gestion financière (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Convention établissant les modalités de gestion d'une caisse de retraite.,funding instrument,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199168/convention-de-gestion-financiere
"élément de retraite (n. m.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Fraction de rente allouée en fonction d'un exercice financier au participant à un régime de retraite à prestations déterminées.,unit of benefit,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199169/element-de-retraite
"coordination (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",2002-05-01,1994-03-01,"Agencement des modalités d'un régime de retraite, notamment, avec celles d'un autre régime ou programme.",integration,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199170/coordination
"retraite anticipée (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",2021-12-15,1994-03-01,Retraite prise avant la retraite normale.,early retirement,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199171/retraite-anticipee
"cotisation patronale (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-04-01,Cotisation versée à un régime de retraite par un employeur.,employer contribution,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199172/cotisation-patronale
"cotisation d'équilibre (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Cotisation qui correspond à la partie de la valeur actuarielle des engagements d'un régime de retraite et qui est attribuable à l'exercice en cours aux fins de l'amortissement de tout déficit actuariel.,amortization payment,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199173/cotisation-dequilibre
"cotisation (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Somme versée au titre d'un régime de retraite.,contribution,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199174/cotisation
"retraite ajournée (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Retraite prise après la retraite normale.,postponed retirement,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199175/retraite-ajournee
"immobilisation (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,"Gel, à des fins de retraite, des sommes relatives à la participation à un régime de retraite.",locking-in,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199176/immobilisation
"acquisition (n. f.)",normalisation,"assurance > acquisition des droits à une rente",1998-01-01,1994-03-01,Fait pour un participant de remplir les conditions d'attribution d'un droit.,vesting,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199177/acquisition
"juridictionnel (adj.)",normalisation,"droit > droit judiciaire",2002-05-01,1994-09-01,Qui se rapporte au pouvoir de juger dont sont investis les tribunaux et certaines institutions qui leur sont assimilées.,jurisdictional,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199178/juridictionnel
"jugement (n. m.)",normalisation,"droit > droit judiciaire",2000-06-01,1994-09-01,Décision à caractère juridictionnel émanant d'un juge ou d'un arbitre.,judgment,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199179/jugement
"adoption (n. f.)",normalisation,"droit",2000-02-01,1994-09-01,Approbation par une assemblée d'un texte qui lui est soumis.,passage of a bill,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199180/adoption
"publication (n. f.)",normalisation,"droit",2000-07-01,1994-09-01,"Action de porter un acte législatif ou administratif à la connaissance du public, notamment par son insertion dans un périodique officiel ou par affichage.",publication,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199181/publication
"taux du dernier ressort (n. m.)",normalisation,"droit",2000-07-01,1994-09-01,Montant maximal des demandes sur lesquelles une juridiction est compétente pour statuer en dernier ressort.,,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199182/taux-du-dernier-ressort
"être du ressort de (loc.)",normalisation,"droit",2000-05-01,1994-09-01,Appartenir au domaine de compétence d'une autorité.,be within the jurisdiction of,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199183/etre-du-ressort-de
"degré de juridiction (n. m.)",normalisation,"droit > droit judiciaire",2000-05-01,1994-03-01,Chacun des échelons de la hiérarchie des tribunaux devant lesquels une affaire peut être jugée.,,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199184/degre-de-juridiction
"cotisation salariale (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-09-01,Cotisation versée à un régime de retraite par un participant.,employee contribution,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199191/cotisation-salariale
"déficit actuariel d'exploitation (n. m.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Déficit actuariel créé par l'écart entre les résultats obtenus et les prévisions pour la période comprise entre deux évaluations actuarielles.,experience deficiency,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199192/deficit-actuariel-dexploitation
"évaluation actuarielle (n. f.)",normalisation,"assurance > régime de retraite",1998-01-01,1994-03-01,Établissement de la valeur actuarielle de l'actif et des engagements d'un régime de retraite.,actuarial valuation,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199193/evaluation-actuarielle
"transférabilité (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,Possibilité de transporter d'un régime de retraite à un autre régime ou à un instrument d'épargne-retraite les droits ou la valeur des droits d'un participant.,portability,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199194/transferabilite
"affectation de l'actif (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-09-01,Répartition des éléments d'actif d'un régime de retraite effectuée conformément à la politique de placement.,asset allocation,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199195/affectation-de-lactif
"vivaneau rayé (n. m.)",normalisation,"zoologie > ichtyologie;alimentation > poisson comestible",2012-05-03,1994-09-01,,lane snapper,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199218/vivaneau-raye
"bois sur pied (n. m.)",normalisation,"foresterie > produit forestier",2002-10-01,1991-02-01,Matière ligneuse récoltable dans un peuplement forestier.,standing timber,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199221/bois-sur-pied
"option d'égalisation (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente",1998-01-01,1994-03-01,"Option visant à procurer au prestataire, sa vie durant, un revenu de retraite uniforme nivelé en fonction des prestations d'un régime général.",level income option,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199228/option-degalisation
"participant (n. m.);participante (n. f.)",normalisation,"assurance > régime de retraite;assurance > rente;appellation de personne > titre et fonction",2002-06-01,1994-03-01,Personne qui adhère à un régime de retraite.,participant,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199229/participant
"cotisation d'exercice (n. f.)",normalisation,"assurance > régime de retraite",1998-01-01,1994-03-01,Cotisation qui correspond à la partie de la valeur actuarielle des engagements d'un régime de retraite et qui est attribuée à l'exercice en cours à l'aide de la méthode d'évaluation actuarielle.,normal actuarial cost,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199231/cotisation-dexercice
"serment (n. m.)",normalisation,"droit",1999-10-31,1994-03-01,"Affirmation solennelle, orale ou écrite, par laquelle une personne atteste, en invoquant ou non un objet sacré, la véracité d'une déclaration ou s'engage à se comporter d'une certaine manière.",oath,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/1199232/serment
